stock,open,high,low,close,timestamp
株T,596.74,653.18,578.22,586.62,12:46:14.000
株X,914.85,1007.06,881.08,899.18,12:46:14.500
株X,325.81,422.05,286.93,305.58,12:46:15.000
株C,523.20,590.86,475.76,481.80,12:46:15.500
株K,540.18,632.28,531.59,535.44,12:46:16.000
株U,775.55,847.00,761.93,770.58,12:46:16.500
株V,487.25,567.47,460.03,463.60,12:46:17.000
株J,435.07,496.80,425.99,441.06,12:46:17.500
株G,688.33,778.72,668.62,675.12,12:46:18.000
株E,311.88,411.19,306.61,322.59,12:46:18.500
株P,871.53,960.37,862.11,880.64,12:46:19.000
株E,498.96,553.69,471.45,479.82,12:46:19.500
株X,823.19,900.68,798.58,801.83,12:46:20.000
株X,318.80,412.51,298.27,306.61,12:46:20.500
株E,392.48,480.54,371.33,373.91,12:46:21.000
株Z,930.96,982.36,918.21,921.61,12:46:21.500
株D,945.68,999.93,943.74,951.76,12:46:22.000
株R,425.82,498.09,392.70,408.93,12:46:22.500
株L,538.43,627.14,489.52,493.26,12:46:23.000
株R,947.67,1024.33,917.22,928.03,12:46:23.500
株I,807.70,867.34,800.02,802.87,12:46:24.000
株N,451.25,530.14,414.85,416.87,12:46:24.500
株C,884.51,936.15,843.25,850.65,12:46:25.000
株D,687.31,759.52,660.41,666.69,12:46:25.500
株B,669.04,720.56,623.64,638.71,12:46:26.000
株S,631.39,695.22,617.30,632.24,12:46:26.500
株U,495.26,558.57,478.50,498.40,12:46:27.000
株P,884.09,961.33,836.15,852.47,12:46:27.500
株N,820.20,899.63,770.29,785.03,12:46:28.000
株Z,662.80,752.82,661.12,662.67,12:46:28.500
株O,335.67,409.47,290.52,305.03,12:46:29.000
株V,832.00,894.97,789.58,804.92,12:46:29.500
株U,906.12,986.96,895.34,901.03,12:46:30.000
株I,861.40,921.17,818.34,826.44,12:46:30.500
株D,955.34,1026.25,938.02,941.15,12:46:31.000
株M,743.59,825.33,694.32,698.37,12:46:31.500
株V,767.75,820.54,720.74,729.57,12:46:32.000
株G,350.83,417.57,346.97,357.94,12:46:32.500
株B,850.65,903.84,810.65,827.72,12:46:33.000
株X,588.84,680.50,549.11,559.99,12:46:33.500
株C,335.73,399.34,285.96,288.48,12:46:34.000
株R,381.68,471.69,374.04,390.26,12:46:34.500
株W,863.48,960.12,848.87,851.96,12:46:35.000
株X,992.10,1068.89,957.46,971.02,12:46:35.500
株N,727.71,809.47,696.92,703.68,12:46:36.000
株F,714.59,811.41,699.94,706.31,12:46:36.500
株K,668.37,725.14,624.45,634.45,12:46:37.000
株O,834.88,888.62,816.16,826.58,12:46:37.500
株J,574.25,634.70,534.60,537.14,12:46:38.000
株Y,934.66,1018.94,890.27,900.79,12:46:38.500
株B,839.74,914.83,804.69,822.40,12:46:39.000
株S,960.26,1023.06,942.96,961.33,12:46:39.500
株L,751.93,831.85,724.29,735.00,12:46:40.000
株E,534.05,627.62,487.60,490.19,12:46:40.500
株J,436.09,533.92,414.69,432.42,12:46:41.000
株X,509.19,602.62,471.75,490.10,12:46:41.500
株M,401.56,485.63,394.02,401.51,12:46:42.000
株F,688.00,750.71,658.28,664.13,12:46:42.500
株S,479.99,544.66,434.06,444.70,12:46:43.000
株B,739.86,827.50,720.62,735.42,12:46:43.500
株Y,638.21,690.55,619.74,634.42,12:46:44.000
株O,360.16,421.49,328.23,345.89,12:46:44.500
株O,845.69,918.00,796.63,811.14,12:46:45.000
株P,343.60,405.37,323.79,335.46,12:46:45.500
株B,592.57,653.86,543.18,559.24,12:46:46.000
株M,611.44,687.53,594.94,612.71,12:46:46.500
株O,864.74,961.34,825.57,833.49,12:46:47.000
株G,969.63,1032.19,941.65,955.36,12:46:47.500
株W,403.06,459.88,401.04,408.64,12:46:48.000
株K,528.87,622.32,491.30,505.68,12:46:48.500
株Z,653.41,714.71,640.92,660.38,12:46:49.000
株Y,610.83,698.14,576.92,593.02,12:46:49.500
株D,389.14,476.55,351.06,352.09,12:46:50.000
株K,663.51,737.62,648.68,655.94,12:46:50.500
株T,813.05,900.39,804.66,806.83,12:46:51.000
株L,473.43,528.23,441.15,455.59,12:46:51.500
株A,881.37,961.18,866.36,878.46,12:46:52.000
株O,417.66,492.90,406.84,418.56,12:46:52.500
株O,918.90,1015.44,902.12,920.99,12:46:53.000
株C,307.14,380.56,280.01,298.86,12:46:53.500
株Y,655.38,707.37,620.16,627.12,12:46:54.000
株F,499.99,583.26,468.97,475.71,12:46:54.500
株D,637.85,715.35,629.65,645.19,12:46:55.000
株L,896.42,993.60,849.79,855.40,12:46:55.500
株W,578.05,666.07,537.17,549.82,12:46:56.000
株U,392.80,447.08,380.90,382.34,12:46:56.500
株V,899.41,956.20,886.15,900.07,12:46:57.000
株O,905.36,956.49,903.09,914.52,12:46:57.500
株K,926.63,1022.64,917.67,933.60,12:46:58.000
株L,418.53,485.60,394.75,407.33,12:46:58.500
株E,513.71,604.56,487.27,503.95,12:46:59.000
株G,814.42,865.83,777.70,790.98,12:46:59.500
株X,607.17,670.88,560.33,565.65,12:47:00.000
株T,545.62,642.18,513.59,532.16,12:47:00.500
株Z,618.54,685.88,571.70,573.22,12:47:01.000
株N,429.70,487.68,400.50,417.03,12:47:01.500
株K,589.54,676.61,582.08,585.22,12:47:02.000
株I,627.50,700.55,583.67,597.02,12:47:02.500
株I,756.29,853.36,717.32,733.44,12:47:03.000
株V,768.26,829.03,751.88,763.53,12:47:03.500
株O,572.54,622.55,530.63,547.93,12:47:04.000
株A,489.06,554.64,479.98,495.77,12:47:04.500
株W,397.30,459.02,362.24,367.84,12:47:05.000
株T,316.04,397.16,274.19,281.19,12:47:05.500
株M,816.60,887.39,784.07,801.63,12:47:06.000
株J,373.74,463.98,361.27,362.38,12:47:06.500
株C,635.71,694.54,634.22,647.98,12:47:07.000
株D,398.02,475.54,369.73,371.49,12:47:07.500
株P,972.56,1042.84,944.01,959.39,12:47:08.000
株M,679.99,774.86,649.18,659.74,12:47:08.500
株B,987.98,1072.44,938.46,957.98,12:47:09.000
株K,430.82,528.60,417.48,421.03,12:47:09.500
株W,524.28,598.03,476.28,495.29,12:47:10.000
株T,881.19,931.59,843.25,862.02,12:47:10.500
株E,503.61,602.06,487.26,500.12,12:47:11.000
株Z,522.61,574.83,513.48,531.48,12:47:11.500
株R,349.60,443.95,323.85,337.88,12:47:12.000
株X,549.16,621.05,526.21,527.27,12:47:12.500
株O,588.21,654.72,579.03,596.00,12:47:13.000
株H,327.63,394.92,308.58,318.29,12:47:13.500
株Q,528.90,624.44,488.39,507.98,12:47:14.000
株M,642.41,696.45,605.09,618.68,12:47:14.500
株H,505.10,587.60,462.52,474.34,12:47:15.000
株A,626.91,702.08,589.29,598.15,12:47:15.500
株I,651.61,704.67,608.74,609.81,12:47:16.000
株W,358.87,421.32,356.25,370.52,12:47:16.500
株S,334.03,424.01,295.06,308.82,12:47:17.000
株U,523.87,600.03,499.05,510.76,12:47:17.500
株T,338.59,423.90,308.48,328.01,12:47:18.000
株Z,666.75,756.20,660.82,675.80,12:47:18.500
株Y,673.05,766.15,652.39,666.16,12:47:19.000
株R,982.78,1047.88,966.75,968.37,12:47:19.500
株X,830.01,881.43,821.97,831.82,12:47:20.000
株J,868.35,948.65,854.68,865.57,12:47:20.500
株B,676.49,754.02,636.45,646.38,12:47:21.000
株L,779.41,842.24,735.57,740.72,12:47:21.500
株Q,843.57,894.66,829.03,831.60,12:47:22.000
株J,921.95,1011.40,872.73,881.18,12:47:22.500
株A,462.57,545.44,449.68,455.56,12:47:23.000
株L,841.15,897.55,813.88,821.93,12:47:23.500
株Z,963.99,1014.58,955.39,964.18,12:47:24.000
株I,969.02,1065.14,959.01,961.09,12:47:24.500
株T,936.61,1029.01,897.73,901.98,12:47:25.000
株D,656.33,754.86,612.06,622.96,12:47:25.500
株Y,850.00,948.38,827.56,839.34,12:47:26.000
株W,411.89,497.46,403.82,420.61,12:47:26.500
株T,878.32,975.42,845.40,859.10,12:47:27.000
株Y,490.08,584.02,476.91,487.70,12:47:27.500
株C,376.48,454.45,358.55,363.81,12:47:28.000
株Z,955.35,1038.85,954.24,965.04,12:47:28.500
株L,407.83,476.76,388.88,401.11,12:47:29.000
株H,732.20,811.10,712.95,718.90,12:47:29.500
株I,945.09,1033.42,931.90,946.94,12:47:30.000
株Y,810.05,883.74,801.74,812.11,12:47:30.500
株N,576.56,666.79,559.83,567.10,12:47:31.000
株T,378.15,432.47,347.37,355.22,12:47:31.500
株D,991.82,1077.08,967.90,972.02,12:47:32.000
株E,722.96,790.29,707.84,725.67,12:47:32.500
株C,434.08,494.57,414.84,422.29,12:47:33.000
株Q,330.03,414.49,296.30,315.88,12:47:33.500
株U,983.29,1077.69,974.32,983.92,12:47:34.000
株N,717.56,816.49,702.35,722.02,12:47:34.500
株W,487.30,553.17,478.20,490.46,12:47:35.000
株E,954.23,1027.07,934.94,941.87,12:47:35.500
株B,479.25,533.42,466.41,479.77,12:47:36.000
株T,932.94,1004.62,907.33,912.74,12:47:36.500
株E,534.83,625.35,506.31,508.13,12:47:37.000
株E,715.29,814.13,673.06,674.79,12:47:37.500
株K,444.05,515.18,413.92,419.86,12:47:38.000
株D,635.59,735.24,600.87,602.73,12:47:38.500
株I,700.14,779.10,662.17,663.56,12:47:39.000
株E,372.75,441.50,360.39,374.16,12:47:39.500
株F,329.62,380.13,291.45,294.70,12:47:40.000
株E,350.93,410.87,334.88,342.43,12:47:40.500
株T,776.19,851.46,774.59,793.75,12:47:41.000
株W,994.91,1075.54,970.06,974.49,12:47:41.500
株T,732.96,810.51,713.41,715.35,12:47:42.000
株I,734.84,807.01,692.72,695.23,12:47:42.500
株X,589.19,645.65,554.17,562.97,12:47:43.000
株I,859.12,933.62,837.33,849.21,12:47:43.500
株G,925.54,1023.69,885.78,894.22,12:47:44.000
株I,660.88,730.52,642.01,644.13,12:47:44.500
株Q,698.99,750.61,659.91,678.20,12:47:45.000
株P,734.04,802.26,718.30,722.85,12:47:45.500
株C,877.47,950.63,853.24,858.57,12:47:46.000
株H,969.55,1047.90,940.44,942.00,12:47:46.500
株T,419.85,487.55,379.70,384.07,12:47:47.000
株O,421.73,513.16,406.66,415.41,12:47:47.500
株L,687.56,773.06,670.21,677.12,12:47:48.000
株B,566.36,635.11,520.35,529.43,12:47:48.500
株Z,611.32,702.50,570.14,582.31,12:47:49.000
株V,584.54,642.19,548.12,559.90,12:47:49.500
株M,307.97,382.36,294.80,297.63,12:47:50.000
株P,320.01,387.96,309.11,312.53,12:47:50.500
株Z,380.67,439.69,339.99,355.22,12:47:51.000
株E,536.10,596.78,533.73,540.84,12:47:51.500
株A,610.17,689.13,585.06,587.03,12:47:52.000
株P,827.59,925.18,794.99,806.74,12:47:52.500
株Y,933.66,996.57,924.97,931.80,12:47:53.000
株F,494.14,573.77,464.39,472.23,12:47:53.500
株C,313.94,388.63,280.12,282.78,12:47:54.000
株S,556.24,632.31,534.49,551.98,12:47:54.500
株A,419.35,477.40,381.84,387.14,12:47:55.000
株U,812.60,870.14,810.26,819.64,12:47:55.500
株Y,542.65,642.18,526.91,530.27,12:47:56.000
株K,539.13,602.11,491.19,501.27,12:47:56.500
株P,849.90,919.65,847.23,864.13,12:47:57.000
株R,736.76,802.54,724.01,733.85,12:47:57.500
株X,722.50,815.17,677.45,696.52,12:47:58.000
株Q,895.65,979.96,874.11,890.44,12:47:58.500
株L,431.65,483.11,396.57,414.59,12:47:59.000
株V,391.77,479.15,379.77,385.35,12:47:59.500
株C,719.87,790.81,710.78,723.00,12:48:00.000
株Q,632.11,699.02,621.92,627.75,12:48:00.500
株N,567.11,648.18,527.34,533.86,12:48:01.000
株Q,773.31,857.06,730.47,735.90,12:48:01.500
株F,764.71,833.06,759.19,775.40,12:48:02.000
株D,979.94,1030.47,957.60,963.09,12:48:02.500
株H,656.09,753.05,654.23,657.56,12:48:03.000
株I,890.99,974.45,856.68,869.22,12:48:03.500
株S,307.96,378.26,287.78,296.25,12:48:04.000
株R,485.39,567.98,444.31,449.08,12:48:04.500
株S,820.74,882.83,782.02,797.80,12:48:05.000
株L,517.87,605.16,481.97,489.97,12:48:05.500
株I,771.43,850.72,736.14,740.25,12:48:06.000
株G,820.45,888.85,816.62,828.33,12:48:06.500
株S,966.08,1060.16,944.35,960.02,12:48:07.000
株L,952.51,1033.00,940.43,958.65,12:48:07.500
株E,898.66,953.75,863.61,865.17,12:48:08.000
株R,852.82,937.24,838.43,840.67,12:48:08.500
株E,380.12,443.55,366.94,374.50,12:48:09.000
株P,846.28,916.85,840.94,853.10,12:48:09.500
株W,676.95,771.95,667.75,684.14,12:48:10.000
株E,657.32,720.18,640.40,646.03,12:48:10.500
株C,723.94,784.73,702.92,714.82,12:48:11.000
株C,416.54,478.98,404.14,417.42,12:48:11.500
株X,664.77,717.84,631.33,632.47,12:48:12.000
株J,458.02,555.11,429.51,434.94,12:48:12.500
株C,412.11,490.32,365.91,379.69,12:48:13.000
株J,343.72,429.28,295.86,313.65,12:48:13.500
株Y,904.20,984.24,866.53,871.26,12:48:14.000
株H,845.53,906.93,805.37,815.15,12:48:14.500
株M,968.47,1061.48,926.84,942.66,12:48:15.000
株E,462.83,523.11,418.81,421.84,12:48:15.500
株A,876.71,962.61,832.57,845.87,12:48:16.000
株S,974.44,1025.66,951.29,970.07,12:48:16.500
株G,747.22,799.70,703.85,707.89,12:48:17.000
株L,343.97,421.14,334.76,348.73,12:48:17.500
株S,960.30,1053.93,956.29,972.24,12:48:18.000
株C,820.82,875.33,785.31,792.53,12:48:18.500
株C,949.93,1021.08,939.84,941.60,12:48:19.000
株P,431.77,484.81,430.73,443.64,12:48:19.500
株X,677.53,727.64,635.27,651.67,12:48:20.000
株X,896.78,965.90,858.78,875.23,12:48:20.500
株B,664.38,758.93,650.42,657.04,12:48:21.000
株E,765.89,829.82,720.13,733.30,12:48:21.500
株I,885.58,951.79,877.84,886.29,12:48:22.000
株K,409.93,480.34,394.93,401.08,12:48:22.500
株D,601.54,675.93,583.33,596.79,12:48:23.000
株S,649.59,705.14,622.00,625.61,12:48:23.500
株B,620.14,674.08,580.58,583.40,12:48:24.000
株L,919.72,974.67,885.03,903.64,12:48:24.500
株G,566.11,638.33,542.04,555.42,12:48:25.000
株Z,802.72,893.87,789.48,797.16,12:48:25.500
株P,672.92,734.34,625.28,643.67,12:48:26.000
株H,833.22,924.17,802.84,812.56,12:48:26.500
株F,848.04,913.78,844.06,850.59,12:48:27.000
株V,343.42,400.81,302.18,319.86,12:48:27.500
株L,386.55,438.94,368.46,385.55,12:48:28.000
株R,871.95,950.00,857.63,860.10,12:48:28.500
株O,355.90,418.94,353.32,362.98,12:48:29.000
株P,566.64,625.64,555.49,570.59,12:48:29.500
株V,707.31,762.64,665.00,676.77,12:48:30.000
株A,703.05,778.15,700.06,710.72,12:48:30.500
株G,495.68,568.74,473.15,488.07,12:48:31.000
株H,639.27,700.00,619.51,623.98,12:48:31.500
株S,634.11,721.83,621.24,624.22,12:48:32.000
株B,607.34,673.75,596.82,611.41,12:48:32.500
株Z,554.34,635.65,529.88,539.12,12:48:33.000
株T,934.39,1015.37,907.23,917.98,12:48:33.500
株L,668.23,751.14,628.01,642.18,12:48:34.000
株I,948.59,1035.11,945.59,956.40,12:48:34.500
株V,828.14,887.37,814.30,825.57,12:48:35.000
株I,691.14,789.74,642.24,656.04,12:48:35.500
株Q,848.43,926.30,835.65,841.48,12:48:36.000
株X,630.59,701.19,601.72,621.55,12:48:36.500
株K,999.12,1096.67,970.83,981.94,12:48:37.000
株X,880.69,937.19,858.91,870.83,12:48:37.500
株W,388.95,455.48,372.82,389.56,12:48:38.000
株S,496.75,586.49,469.89,478.60,12:48:38.500
株N,745.66,798.24,724.65,730.61,12:48:39.000
株N,490.35,542.16,476.51,480.79,12:48:39.500
株T,726.76,776.88,707.38,721.72,12:48:40.000
株A,532.55,596.75,502.28,512.56,12:48:40.500
株C,667.69,757.78,641.86,646.66,12:48:41.000
株S,823.19,920.57,789.46,791.26,12:48:41.500
株H,778.45,877.86,761.02,771.29,12:48:42.000
株D,710.02,796.89,663.85,682.08,12:48:42.500
株L,633.17,725.29,622.78,631.74,12:48:43.000
株X,952.92,1022.62,942.23,946.50,12:48:43.500
株X,369.01,462.33,337.41,345.31,12:48:44.000
株M,529.43,597.99,518.68,520.33,12:48:44.500
株R,638.54,714.96,601.32,604.72,12:48:45.000
株Z,537.31,617.11,510.08,511.74,12:48:45.500
株L,781.93,844.48,777.72,788.08,12:48:46.000
株S,324.87,388.49,291.03,292.66,12:48:46.500
株O,525.23,610.86,483.17,496.84,12:48:47.000
株D,977.96,1067.31,940.74,955.90,12:48:47.500
株M,616.22,714.18,598.75,602.28,12:48:48.000
株K,441.97,515.56,426.66,437.44,12:48:48.500
株A,469.48,530.77,421.17,435.84,12:48:49.000
株U,330.18,382.21,312.23,316.73,12:48:49.500
株H,786.19,838.77,775.39,782.82,12:48:50.000
株O,949.08,1047.72,920.26,936.51,12:48:50.500
株P,752.45,830.53,731.32,738.20,12:48:51.000
株R,811.91,900.41,795.01,802.94,12:48:51.500
株P,548.87,618.00,533.59,549.47,12:48:52.000
株W,513.20,589.14,485.23,487.09,12:48:52.500
株H,417.43,479.40,396.03,399.73,12:48:53.000
株O,891.15,954.72,884.50,894.96,12:48:53.500
株V,665.19,759.09,617.09,622.00,12:48:54.000
株F,662.88,728.13,642.66,644.48,12:48:54.500
株O,805.02,891.40,760.39,778.65,12:48:55.000
株Q,442.84,542.28,398.84,403.41,12:48:55.500
株L,338.31,423.31,307.88,325.85,12:48:56.000
株G,349.06,417.27,341.60,360.45,12:48:56.500
株G,955.11,1031.75,940.21,948.92,12:48:57.000
株E,961.18,1053.83,917.21,936.60,12:48:57.500
株B,910.13,1008.57,885.91,900.99,12:48:58.000
株K,727.60,795.41,692.06,704.05,12:48:58.500
株C,634.44,706.77,587.20,603.76,12:48:59.000
株I,884.33,939.77,858.55,860.37,12:48:59.500
株Y,936.31,1015.20,906.07,917.63,12:49:00.000
株R,972.60,1063.07,967.79,986.01,12:49:00.500
株R,455.07,505.38,408.60,426.58,12:49:01.000
株K,785.01,873.13,770.79,773.53,12:49:01.500
株B,996.25,1068.66,954.23,967.39,12:49:02.000
株P,935.42,993.93,885.46,900.89,12:49:02.500
株Q,934.50,1033.36,925.86,932.81,12:49:03.000
株D,891.79,977.67,849.58,859.85,12:49:03.500
株X,687.23,739.03,662.05,673.61,12:49:04.000
株L,611.72,707.43,570.32,582.28,12:49:04.500
株V,911.16,975.23,875.99,889.62,12:49:05.000
株H,329.05,384.90,290.70,297.31,12:49:05.500
株Q,506.16,556.65,503.91,512.61,12:49:06.000
株Z,336.66,407.88,297.95,304.56,12:49:06.500
株F,996.64,1093.41,989.35,997.89,12:49:07.000
株B,482.99,557.09,481.81,483.45,12:49:07.500
株Z,457.62,525.98,414.80,428.01,12:49:08.000
株M,390.69,477.50,364.12,383.41,12:49:08.500
株Q,951.24,1028.98,929.49,931.68,12:49:09.000
株A,963.02,1024.85,940.86,943.52,12:49:09.500
株C,756.41,820.65,719.43,727.47,12:49:10.000
株R,754.44,845.59,730.59,742.78,12:49:10.500
株D,323.30,381.37,278.77,290.20,12:49:11.000
株L,711.69,801.19,686.10,703.73,12:49:11.500
株U,596.70,654.66,554.83,562.01,12:49:12.000
株L,768.56,819.50,734.90,750.14,12:49:12.500
株W,663.32,756.04,624.10,634.23,12:49:13.000
株C,716.14,807.92,687.56,700.92,12:49:13.500
株M,860.00,933.32,839.24,844.46,12:49:14.000
株B,643.29,741.10,605.36,612.84,12:49:14.500
株H,906.07,975.36,879.76,887.94,12:49:15.000
株P,666.06,722.42,617.64,622.45,12:49:15.500
株B,869.71,950.25,831.28,838.52,12:49:16.000
株M,761.87,813.17,717.95,725.42,12:49:16.500
株H,809.92,881.78,773.64,785.77,12:49:17.000
株Q,327.64,379.60,305.22,315.36,12:49:17.500
株B,503.57,558.68,455.72,472.00,12:49:18.000
株T,765.64,844.35,718.17,737.65,12:49:18.500
株J,532.62,585.51,495.08,507.79,12:49:19.000
株K,534.16,606.95,507.22,517.41,12:49:19.500
株Y,444.01,518.91,401.71,411.84,12:49:20.000
株A,505.30,588.20,480.18,489.59,12:49:20.500
株W,342.46,398.00,334.67,353.67,12:49:21.000
株B,917.81,984.61,887.54,900.57,12:49:21.500
株S,622.45,683.06,610.82,629.43,12:49:22.000
株J,449.93,508.95,447.87,459.58,12:49:22.500
株A,778.01,876.07,750.15,769.46,12:49:23.000
株I,695.67,792.45,656.89,676.54,12:49:23.500
株V,654.84,741.29,621.95,629.01,12:49:24.000
株R,442.33,503.06,436.35,448.37,12:49:24.500
株F,948.81,1047.53,910.82,927.27,12:49:25.000
株O,908.61,985.25,881.21,883.76,12:49:25.500
株A,521.56,574.03,492.37,498.40,12:49:26.000
株X,656.10,735.35,651.20,658.83,12:49:26.500
株T,462.23,544.48,441.57,442.84,12:49:27.000
株U,663.04,733.88,628.38,629.49,12:49:27.500
株X,834.26,904.29,798.67,802.44,12:49:28.000
株F,697.72,781.77,649.28,656.48,12:49:28.500
株K,973.09,1044.85,925.61,939.73,12:49:29.000
株W,922.81,986.29,909.52,924.56,12:49:29.500
株S,613.62,707.09,601.58,606.36,12:49:30.000
株V,707.01,787.01,667.01,677.47,12:49:30.500
株E,916.27,979.62,866.44,884.89,12:49:31.000
株K,706.07,769.36,667.84,677.42,12:49:31.500
株G,852.62,935.91,826.31,838.67,12:49:32.000
株N,465.89,525.86,423.44,428.93,12:49:32.500
株I,736.59,805.75,689.60,700.34,12:49:33.000
株E,787.53,870.56,773.29,786.88,12:49:33.500
株F,929.42,981.89,918.06,930.56,12:49:34.000
株H,450.59,517.69,406.59,423.88,12:49:34.500
株L,593.53,652.44,561.58,571.43,12:49:35.000
株H,851.77,913.47,835.85,845.88,12:49:35.500
株J,597.44,672.61,574.78,576.80,12:49:36.000
株B,552.73,625.84,521.86,530.65,12:49:36.500
株R,763.63,817.31,749.84,758.70,12:49:37.000
株S,861.50,920.50,814.80,817.53,12:49:37.500
株B,597.10,685.47,567.69,572.32,12:49:38.000
株V,793.80,879.72,780.63,791.80,12:49:38.500
株N,793.07,865.26,771.43,791.21,12:49:39.000
株N,455.72,519.56,429.90,434.08,12:49:39.500
株L,398.92,483.61,388.56,395.90,12:49:40.000
株L,834.42,890.21,800.78,808.60,12:49:40.500
株E,674.69,755.24,626.90,638.42,12:49:41.000
株S,596.13,695.68,579.54,580.65,12:49:41.500
株F,789.60,851.02,780.33,799.47,12:49:42.000
株Q,899.54,975.47,882.79,898.06,12:49:42.500
株B,924.35,1001.55,886.45,903.67,12:49:43.000
株C,792.75,864.97,784.19,795.80,12:49:43.500
株H,705.57,800.72,657.25,662.75,12:49:44.000
株G,344.06,438.92,335.55,343.98,12:49:44.500
株K,852.62,948.03,839.43,859.32,12:49:45.000
株E,327.62,403.74,279.24,281.43,12:49:45.500
株S,900.40,955.90,853.65,868.21,12:49:46.000
株E,957.84,1017.93,937.67,941.22,12:49:46.500
株Q,941.31,1025.41,934.78,941.99,12:49:47.000
株D,313.19,374.09,266.92,273.74,12:49:47.500
株L,716.85,806.50,711.15,719.65,12:49:48.000
株O,566.63,623.49,540.32,541.59,12:49:48.500
株A,815.33,897.65,774.52,782.27,12:49:49.000
株M,381.81,444.04,340.86,358.88,12:49:49.500
株V,428.41,503.04,414.77,424.77,12:49:50.000
株V,336.18,430.48,290.26,305.35,12:49:50.500
株J,505.88,579.93,479.72,485.69,12:49:51.000
株G,555.84,653.29,545.10,564.56,12:49:51.500
株C,692.38,767.05,667.31,683.84,12:49:52.000
株R,513.91,587.32,505.19,524.33,12:49:52.500
株D,640.28,693.26,598.93,616.27,12:49:53.000
株V,854.60,917.76,806.99,826.44,12:49:53.500
株D,932.75,984.42,913.39,925.37,12:49:54.000
株L,678.07,741.39,666.86,675.78,12:49:54.500
株J,407.62,475.35,393.22,402.40,12:49:55.000
株X,301.32,369.82,259.66,276.66,12:49:55.500
株P,979.59,1059.48,959.52,965.68,12:49:56.000
株E,764.27,816.48,738.88,744.78,12:49:56.500
株D,682.68,748.94,672.12,681.13,12:49:57.000
株F,908.65,986.62,872.78,881.16,12:49:57.500
株D,857.69,935.10,813.10,818.11,12:49:58.000
株Q,955.83,1014.92,914.91,930.03,12:49:58.500
株C,367.49,442.17,326.95,332.78,12:49:59.000
株N,388.06,462.67,341.24,359.68,12:49:59.500
株B,933.07,987.00,899.02,906.12,12:50:00.000
株H,687.24,754.38,638.93,650.96,12:50:00.500
株Z,809.73,907.86,794.20,806.41,12:50:01.000
株V,502.19,573.97,483.08,489.90,12:50:01.500
株K,826.46,900.33,806.51,823.11,12:50:02.000
株B,392.10,458.02,355.87,371.12,12:50:02.500
株D,388.96,450.71,367.47,375.60,12:50:03.000
株Y,899.24,978.20,858.37,873.95,12:50:03.500
株I,640.03,697.32,613.99,623.58,12:50:04.000
株Q,329.81,412.88,322.60,327.75,12:50:04.500
株Z,338.89,433.90,317.50,329.24,12:50:05.000
株K,537.38,637.16,529.69,547.89,12:50:05.500
株R,661.15,757.11,646.98,656.56,12:50:06.000
株L,544.79,599.73,528.89,544.21,12:50:06.500
株L,589.70,667.01,548.50,564.87,12:50:07.000
株G,861.64,926.48,845.47,859.11,12:50:07.500
株E,516.32,572.86,508.92,513.58,12:50:08.000
株B,920.03,1006.79,899.09,912.09,12:50:08.500
株V,817.04,907.64,815.45,834.59,12:50:09.000
株R,484.33,548.52,459.15,463.18,12:50:09.500
株K,702.96,755.39,687.36,703.86,12:50:10.000
株K,902.54,959.67,856.85,860.88,12:50:10.500
株L,351.01,425.88,338.46,346.07,12:50:11.000
株S,376.96,455.59,351.31,364.11,12:50:11.500
株K,797.19,893.07,776.49,788.06,12:50:12.000
株Z,744.44,820.01,712.68,717.52,12:50:12.500
株M,311.85,406.70,285.24,298.18,12:50:13.000
株E,702.58,754.49,656.96,676.85,12:50:13.500
株L,684.24,772.16,645.29,649.01,12:50:14.000
株G,461.84,551.86,424.59,441.38,12:50:14.500
株O,661.16,754.36,636.55,647.65,12:50:15.000
株V,332.53,391.16,310.88,324.01,12:50:15.500
株D,916.27,981.23,903.97,913.25,12:50:16.000
株L,678.07,728.08,634.54,650.07,12:50:16.500
株M,904.59,980.56,897.51,914.60,12:50:17.000
株I,544.00,637.65,501.03,517.54,12:50:17.500
株D,639.85,704.64,593.56,603.96,12:50:18.000
株A,552.97,611.11,515.34,529.17,12:50:18.500
株W,401.23,474.55,380.76,396.25,12:50:19.000
株V,412.03,487.06,382.86,399.27,12:50:19.500
株K,344.22,439.72,298.56,314.42,12:50:20.000
株J,790.51,854.46,789.47,809.03,12:50:20.500
株S,376.37,427.51,358.08,374.22,12:50:21.000
株R,980.51,1035.30,949.27,965.35,12:50:21.500
株X,441.03,516.57,398.24,404.63,12:50:22.000
株N,649.88,731.24,637.84,646.25,12:50:22.500
株M,529.90,601.34,513.47,515.37,12:50:23.000
株B,846.41,929.53,821.25,834.96,12:50:23.500
株W,646.67,698.66,630.20,641.86,12:50:24.000
株I,317.71,376.87,286.93,305.89,12:50:24.500
株L,666.84,745.82,619.44,635.86,12:50:25.000
株D,556.12,620.73,514.04,528.12,12:50:25.500
株C,389.87,443.91,371.24,375.50,12:50:26.000
株N,938.55,1016.99,905.01,924.13,12:50:26.500
株U,764.80,830.55,761.21,771.20,12:50:27.000
株A,413.03,482.65,406.40,416.94,12:50:27.500
株Q,518.08,604.27,508.95,518.59,12:50:28.000
株P,777.27,874.17,733.66,747.03,12:50:28.500
株P,855.68,913.19,825.37,842.27,12:50:29.000
株M,615.89,678.64,571.03,582.47,12:50:29.500
株C,426.94,512.99,425.35,433.53,12:50:30.000
